
GCA_015494695_00005,non-Thermophilic,0.287941837324994
GCA_015494695_00010,non-Thermophilic,0.026548237485727544
GCA_015494695_00020,Thermophilic,0.5160361761801716
GCA_015494695_00025,non-Thermophilic,0.0973337805033696
GCA_015494695_00030,Thermophilic,0.9323537427085479
GCA_015494695_00035,Thermophilic,0.5957687337826835
GCA_015494695_00040,non-Thermophilic,0.08089094107452666
GCA_015494695_00045,non-Thermophilic,0.12732406317630496
GCA_015494695_00050,Thermophilic,0.6308419010690944
GCA_015494695_00055,non-Thermophilic,0.3972352261473492
GCA_015494695_00060,Thermophilic,0.6802724949283359
GCA_015494695_00065,Thermophilic,0.5053980788702817
GCA_015494695_00070,Thermophilic,0.9868635728620426
GCA_015494695_00075,non-Thermophilic,0.16625048143636656
GCA_015494695_00080,non-Thermophilic,0.3941280028909957
GCA_015494695_00085,non-Thermophilic,0.4889320468681546
GCA_015494695_00090,non-Thermophilic,0.07449978773642396
GCA_015494695_00095,Thermophilic,0.7790455354168573
GCA_015494695_00100,non-Thermophilic,0.2577972412385421
GCA_015494695_00105,Thermophilic,0.712635727220654
GCA_015494695_00110,Thermophilic,0.8706976030044747
GCA_015494695_00115,non-Thermophilic,0.1618784877292263
GCA_015494695_00120,Thermophilic,0.8065907012803342
GCA_015494695_00125,Thermophilic,0.6289275169907743
GCA_015494695_00130,non-Thermophilic,0.1467368733622404
GCA_015494695_00135,Thermophilic,0.554120235828011
GCA_015494695_00140,Thermophilic,0.9488343094295858
GCA_015494695_00145,non-Thermophilic,0.06266219539571516
GCA_015494695_00150,non-Thermophilic,0.4712943254545129
GCA_015494695_00155,non-Thermophilic,0.46958566206818897
GCA_015494695_00160,non-Thermophilic,0.27474197061183014
GCA_015494695_00165,Thermophilic,0.8332402209260638
GCA_015494695_00170,non-Thermophilic,0.4474015363385704
GCA_015494695_00175,non-Thermophilic,0.41587949089798704
GCA_015494695_00180,non-Thermophilic,0.2534085604524955
GCA_015494695_00185,Thermophilic,0.9849941488055974
GCA_015494695_00190,Thermophilic,0.9380964626289263
GCA_015494695_00195,Thermophilic,0.7096685093299433
GCA_015494695_00200,non-Thermophilic,0.37889021818905744
GCA_015494695_00205,non-Thermophilic,0.05002631769083132
GCA_015494695_00210,non-Thermophilic,0.032814148232474194
GCA_015494695_00215,non-Thermophilic,0.043686578902985995
GCA_015494695_00220,non-Thermophilic,0.4954885292880876
GCA_015494695_00225,Thermophilic,0.8937560227999699
GCA_015494695_00230,non-Thermophilic,0.0018170966311448211
GCA_015494695_00235,non-Thermophilic,0.06532876015643319
GCA_015494695_00240,non-Thermophilic,0.46477519720852534
GCA_015494695_00245,Thermophilic,0.7850423505521811
GCA_015494695_00250,non-Thermophilic,0.22264530247915104
GCA_015494695_00255,non-Thermophilic,0.003280734601212032
GCA_015494695_00260,non-Thermophilic,0.3663009618189417
GCA_015494695_00265,Thermophilic,0.7273070075153926
GCA_015494695_00270,non-Thermophilic,0.41846382281479033
GCA_015494695_00275,non-Thermophilic,0.21725160291365264
GCA_015494695_00280,non-Thermophilic,0.1490408477777042
GCA_015494695_00285,non-Thermophilic,0.2614177317263343
GCA_015494695_00290,non-Thermophilic,0.1677321547907875
